School code(s),School full name,Level of schooling,School short name,NSSC total FTE students ,Postcode,Street,Subtype,Town/suburb,Status,Region,SEG,SEA,Local Government Area (LGA - Current),College number,Local Government Area (LGA - Old),SLA,NSW Electorate (2023),NSW Electorate (2015),NSW Electorate (Old),Fed. electorate,Old Fed. electorate,School Performance Directorate,School Performance Area,Educational Services Team,Principal Network,FACS District,AusGovID,Old AusGovID,Org unit No,School population gender,Selective school,Sch specialty type,Preschool indicator,Distance ed.,MCEECDYA Remoteness,ASGS Remoteness,Rural and Remote,IEC,Staff classification,Exec classification,Priority school,Demonstration,Postal 1,Postal 2,Phone 1,Phone 2,School website,School email,Fax 1,Fax 2,Late opening,School division,Heat allowance,Yancowinna,Isothermic,Socio-economic,Transfer points,NSW Electorate Code (2023),Date 1st teacher,Date teaching ceased,Date closed,SEA code,Region code,LGA code,Old LGA code,SLA code,NSW Electorate Code (2015),NSW Electorate Code (Old),Federal electorate code,Old Federal electorate code,SEG code,Executive Director Code,Educational Services Team Code,Principal Network Code,ARIA Plus SA1 Avg,Principal Name,Principal Email,School Planning Region,Primary Cluster Code,Primary Cluster Name,Primary Cluster Region,Secondary Cluster Code,Secondary Cluster Name,Secondary Cluster Region,Combined Cluster Code,Combined Cluster Name,Combined Cluster Region,SSP Cluster Code,SSP Cluster Name,SSP Cluster Region
1631,Coonamble Public School,Primary School,Coonamble,194,2829,Bertram Street,K to 6 ,COONAMBLE,Open,Western NSW,Bourke,Dubbo,Coonamble (A),0,Coonamble (A),Coonamble (A),Barwon,Barwon,Barwon,Parkes,Parkes,Connected Communities,School Performance South,Wagga Wagga,Connected Communities Team 3,"Murrumbidgee, Far West & Western NSW",51038,11038,279,Coed School,N,Comprehensive,Yes,No Distance Education,Remote,Remote Australia,Yes,No,,,Yes,N,,,6822 1966,,https://coonamble-p.schools.nsw.gov.au,coonamble-p.school@det.nsw.edu.au,6822 1294,,Yes,C,Y,N,N,0,6,57,01/01/1867,,,314,539,12150,12150,12150,5,6,34,35,674,27232,24706,27235,6,"Thomson, Annette                        ",annette.thomson@det.nsw.edu.au                                                                                                  ,Central West & Orana,10205,Western Plains Primary,Central West & Orana,,,,,,,40002,Central West & Orana SSP,Central West & Orana
1632,Coopernook Public School,Primary School,Coopernook,57,2426,61 Macquarie St,K to 6 ,Coopernook ,Open,North Coast,Manning Camden Haven,Taree,Mid-Coast (A),0,Greater Taree (C),Greater Taree (C),Port Macquarie,Port Macquarie,Port Macquarie,Lyne,Lyne,Regional North and West,School Performance North,Tamworth,Hastings,Hunter New England & Central Coast,49534,9534,280,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,,,6556 3162,,https://coopernook-p.schools.nsw.gov.au,coopernook-p.school@det.nsw.edu.au,6556 3367,,No,E,N,N,N,10,1,503,01/07/1877,,,339,535,15240,13380,13380,24,69,24,25,640,27470,24685,26069,1.88,"Ryan, Amber                             ",amber.orr3@det.nsw.edu.au,North Coast,10159,Chatham Primary,North Coast,,,,,,,,,
1634,Coorabell Public School,Primary School,Coorabell,115,2479,Mango Lane,K to 6 ,Coorabell ,Open,North Coast,Southern Cross,Tweed Heads/Ballina,Byron (A),0,Byron (A),Byron (A),Ballina,Ballina,Ballina,Richmond,Richmond,Rural North,School Performance North,Tamworth,Wollumbin,Mid North Coast & Northern NSW,49771,9771,281,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,6684 7281,,https://coorabell-p.schools.nsw.gov.au,coorabell-p.school@det.nsw.edu.au,6684 7161,,No,E,N,N,N,10,1,86,01/01/1891,,,340,535,11350,11350,11350,3,3,38,39,633,26062,24685,26083,0.8,"Coghlan, Geoffrey                       ",geoffrey.coghlan@det.nsw.edu.au                                                                                                 ,North Coast,10182,Mullumbimby Primary,North Coast,,,,,,,,,
1635,Cooranbong Public School,Primary School,Cooranbong,263,2265,Government Rd,K to 6 ,Cooranbong ,Open,Hunter/Central Coast,H/CC6,Lake Macquarie,Lake Macquarie (C),0,Lake Macquarie (C),Lake Macquarie (C) - West,Lake Macquarie,Lake Macquarie,Lake Macquarie,Hunter,Charlton,Regional North,School Performance North,Tamworth,Lake Macquarie West,Hunter New England & Central Coast,48737,8737,282,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,Yes,N,,,4977 1122,,https://cooranbong-p.schools.nsw.gov.au,cooranbong-p.school@det.nsw.edu.au,4977 2059,,No,E,N,N,N,0,1,30,01/11/1861,,,319,534,14650,14650,14655,95,41,21,8,647,26027,24685,26038,0.18,"Myers, James                            ",james.myers@det.nsw.edu.au                                                                                                      ,Hunter,10128,Lake Macquarie West Primary,Hunter,,,,,,,40004,Hunter SSP,Hunter
1636,Cootamundra Public School,Primary School,Cootamundra,271,2590,Cooper St,K to 6 ,Cootamundra,Open,Riverina,Riverina North,Wagga Wagga,Cootamundra-Gundagai Regional (A),0,Cootamundra (A),Cootamundra (A),Cootamundra,Cootamundra,Burrinjuck,Riverina,Hume,Rural South and West,School Performance South,Wagga Wagga,Temora,"Murrumbidgee, Far West & Western NSW",50291,10291,283,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,6942 1402,6942 2415,https://cootamundr-p.schools.nsw.gov.au,cootamundr-p.school@det.nsw.edu.au,6942 4187,,No,E,N,N,N,0,2,54,01/07/1875,,,341,537,12160,12200,12200,9,12,39,21,662,26084,24706,26102,1.73,"Greene, Lucy                            ",lucy.greene1@det.nsw.edu.au                                                                                                     ,Riverina - Murray,10219,Cootamundra RM Primary,Riverina - Murray,,,,,,,,,
1642,Copmanhurst Public School,Primary School,Copmanhurst,85,2460,Prescott St,K to 6 ,Copmanhurst ,Open,North Coast,Clarence,Clarence/Coffs Harbour,Clarence Valley (A),0,Clarence Valley (A),Clarence Valley (A) Bal,Clarence,Clarence,Clarence,Page,Page,Rural North,School Performance North,Tamworth,Grafton,Mid North Coast & Northern NSW,49708,9708,284,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Outer Regional Australia,Yes,No,,,Yes,N,,,6647 3121,,https://copmanhurs-p.schools.nsw.gov.au,copmanhurs-p.school@det.nsw.edu.au,6647 3282,,No,E,N,N,N,7,1,45,01/08/1891,,,312,535,11730,11730,11738,16,20,33,34,636,26062,24685,26067,2.88,"Patterson, Andrew                       ",andrew.patterson@det.nsw.edu.au                                                                                                 ,North Coast,10235,Grafton Primary,North Coast,,,,,,,,,
1644,Coraki Public School,Primary School,Coraki,27,2471,Adam St,K to 6 ,Coraki ,Open,North Coast,The Wilson,Lismore,Richmond Valley (A),0,Richmond Valley (A),Richmond Valley (A) Bal,Clarence,Clarence,Clarence,Page,Page,Rural North,School Performance North,Tamworth,Lennox Coast,Mid North Coast & Northern NSW,49746,9746,285,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,,,6683 2073,,https://coraki-p.schools.nsw.gov.au,coraki-p.school@det.nsw.edu.au,6683 2636,,No,E,N,N,N,10,1,45,01/06/1868,,,320,535,16610,16610,16612,16,20,33,34,635,26062,24685,26070,1.1,"Parker, Lynnette                        ",lynnette.parker@det.nsw.edu.au,North Coast,10144,Evans River Primary,North Coast,,,,,,,,,
1647,Coramba Public School,Primary School,Coramba,39,2450,6 Short St,K to 6 ,Coramba ,Open,North Coast,Coffs Harbour,Clarence/Coffs Harbour,Coffs Harbour (C),0,Coffs Harbour (C),Coffs Harbour (C) - Pt B,Coffs Harbour,Coffs Harbour,Coffs Harbour,Page,Cowper,Regional North and West,School Performance North,Tamworth,Coffs Harbour,Mid North Coast & Northern NSW,49656,9656,286,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,6654 4227,,https://coramba-p.schools.nsw.gov.au,coramba-p.school@det.nsw.edu.au,6654 4009,,No,E,N,N,N,9,1,61,01/05/1888,,,312,535,11800,11800,11804,18,21,33,11,637,27470,24685,26066,2.23,"Barker, Julie                           ",julie.barker@det.nsw.edu.au,North Coast,10189,Orara Valley Primary,North Coast,,,,,,,,,
1654,Corindi Public School,Primary School,Corindi,182,2456,Coral St,K to 6 ,Corindi Beach ,Open,North Coast,Coffs Harbour,Clarence/Coffs Harbour,Coffs Harbour (C),0,Coffs Harbour (C),Coffs Harbour (C) - Pt B,Coffs Harbour,Coffs Harbour,Clarence,Page,Cowper,Rural North,School Performance North,Tamworth,Grafton,Mid North Coast & Northern NSW,49680,9680,287,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,PO Box 20,Corindi Beach 2456,6649 2734,,https://corindi-p.schools.nsw.gov.au,corindi-p.school@det.nsw.edu.au,6649 2332,,No,E,N,N,N,10,1,61,01/02/1884,,,312,535,11800,11800,11804,18,20,33,11,637,26062,24685,26067,2.18,"Wright, Heather                         ",heather.wright@det.nsw.edu.au                                                                                                   ,North Coast,10202,Woolgoolga Primary,North Coast,,,,,,,,,
1656,Corndale Public School,Primary School,Corndale,22,2480,Corndale Rd,K to 6 ,Corndale ,Open,North Coast,The Wilson,Lismore,Lismore (C),0,Lismore (C),Lismore (C) - Pt B,Lismore,Lismore,Lismore,Page,Richmond,Rural North,School Performance North,Tamworth,Lismore,Mid North Coast & Northern NSW,49790,9790,288,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,6628 4305,,https://corndale-p.schools.nsw.gov.au,corndale-p.school@det.nsw.edu.au,6628 4131,,No,E,N,N,N,9,1,58,01/01/1889,,,320,535,14850,14850,14854,2,44,33,39,635,26062,24685,26071,1.02,"Spackman, Deanna                        ",deanna.spackman@det.nsw.edu.au                                                                                                  ,North Coast,10192,Richmond Valley Primary,North Coast,,,,,,,,,
1658,Corowa Public School,Primary School,Corowa,212,2646,244 Honour Avenue,K to 6 ,Corowa ,Open,Riverina,Riverina South,Albury,Federation (A),0,Corowa Shire (A),Corowa Shire (A),Albury,Albury,Albury,Farrer,Farrer,Rural South and West,School Performance South,Wagga Wagga,Hume,"Murrumbidgee, Far West & Western NSW",50465,10465,289,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,PO Box 183,Corowa 2646,6033 1606,6033 1326,https://corowa-p.schools.nsw.gov.au,corowa-p.school@det.nsw.edu.au,6033 4100,,No,C,N,N,N,0,2,908,01/11/1878,,,301,537,12870,12300,12300,7,1,14,15,656,26084,24706,26094,1.16,"Duncan, Helen                           ",helen.duncan@det.nsw.edu.au,Riverina - Murray,10224,Albury West Primary,Riverina - Murray,,,,,,,,,
1659,Corowa South Public School,Primary School,Corowa South,44,2646,158 Hume St,K to 6 ,Corowa ,Open,Riverina,Riverina South,Albury,Federation (A),0,Corowa Shire (A),Corowa Shire (A),Albury,Albury,Albury,Farrer,Farrer,Rural South and West,School Performance South,Wagga Wagga,Hume,"Murrumbidgee, Far West & Western NSW",50466,10466,290,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,6033 1535,,https://corowasth-p.schools.nsw.gov.au,corowasth-p.school@det.nsw.edu.au,6033 4021,,No,C,N,N,N,0,2,908,01/10/1898,,,301,537,12870,12300,12300,7,1,14,15,656,26084,24706,26094,1.16,"Conibear, Janet                         ",janet.conibear@det.nsw.edu.au                                                                                                   ,Riverina - Murray,10224,Albury West Primary,Riverina - Murray,,,,,,,,,
1661,Corrimal Public School,Primary School,Corrimal,248,2518,Princes Hwy,K to 6 ,Corrimal,Open,Illawarra and South East,Wollongong Nth,Wollongong,Wollongong (C),0,Wollongong (C),Wollongong (C) - Inner,Keira,Keira,Keira,Cunningham,Cunningham,Regional South,School Performance South,Wagga Wagga,Wollongong North,Illawarra Shoalhaven & Southern NSW,49999,9999,291,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4284 4231,,https://corrimal-p.schools.nsw.gov.au,corrimal-p.school@det.nsw.edu.au,4284 1392,,No,E,N,N,N,0,1,82,01/04/1890,,,343,538,18450,18450,18451,38,37,11,12,669,26045,24706,26061,0.13,"Hoy, Gavin                              ",gavin.hoy@det.nsw.edu.au                                                                                                        ,Illawarra,10003,North Wollongong Primary,Illawarra,,,,,,,,,
1666,Coutts Crossing Public School,Primary School,Coutts Crossing,94,2460,1570 Armidale Road,K to 6 ,COUTTS CROSSING,Open,North Coast,Clarence,Clarence/Coffs Harbour,Clarence Valley (A),0,Clarence Valley (A),Clarence Valley (A) - Grafton,Clarence,Clarence,Clarence,Page,Page,Rural North,School Performance North,Tamworth,Grafton,Mid North Coast & Northern NSW,49709,9709,292,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,,,6649 3225,,https://couttscros-p.schools.nsw.gov.au,couttscros-p.school@det.nsw.edu.au,6649 3051,,No,E,N,N,N,9,1,45,1/11/1913,,,312,535,11730,11730,11737,16,20,33,34,636,26062,24685,26067,2.33,"Dalgliesh, Michelle                     ",michelle.dalgliesh1@det.nsw.edu.au,North Coast,10235,Grafton Primary,North Coast,,,,,,,,,
1668,Cowan Public School,Primary School,Cowan,44,2081,Chandler Ave,K to 6 ,Cowan ,Open,Northern Sydney,Hornsby Network,Hornsby,Hornsby (A),0,Hornsby (A),Hornsby (A) - North,Hornsby,Hornsby,Hornsby,Berowra,Berowra,Regional North,School Performance North,Macquarie Park,Mooney Mooney,"South Eastern Sydney, Northern Sydney & Sydney",48693,8693,293,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Inner Regional Australia,Yes,No,,,No,N,,,9456 1065,,https://cowan-p.schools.nsw.gov.au,cowan-p.school@det.nsw.edu.au,9456 3026,,No,E,N,N,N,0,1,89,1/10/1939,,,318,531,14000,14000,14001,59,36,4,4,608,26027,24625,26040,0.15,"Darby, Tracey                           ",tracey.darby@det.nsw.edu.au                                                                                                     ,Metropolitan Sydney,10033,Hornsby Primary,Metro - North,,,,,,,,,
1670,Cowper Public School,Primary School,Cowper,11,2460,Clarence & Samuel Sts,K to 6 ,Cowper ,Open,North Coast,Clarence,Clarence/Coffs Harbour,Clarence Valley (A),0,Clarence Valley (A),Clarence Valley (A) - Coast,Clarence,Clarence,Clarence,Page,Cowper,Rural North,School Performance North,Tamworth,Grafton,Mid North Coast & Northern NSW,49710,9710,294,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Outer Regional Australia,Yes,No,,,No,N,,,6647 6339,,https://cowper-p.schools.nsw.gov.au,cowper-p.school@det.nsw.edu.au,6647 6409,,No,E,N,N,N,8,1,45,01/06/1874,,,312,535,11730,11730,11736,16,20,33,11,636,26062,24685,26067,2.52,"Magarry, Suzanne                        ",suzanne.magarry@det.nsw.edu.au                                                                                                  ,North Coast,10235,Grafton Primary,North Coast,,,,,,,,,
1671,Cowra Public School,Primary School,Cowra,371,2794,Vaux St,K to 6 ,Cowra ,Open,Western NSW,Lachlan,Orange,Cowra (A),0,Cowra (A),Cowra (A),Cootamundra,Cootamundra,Burrinjuck,Riverina,Hume,Rural South and West,School Performance South,Wagga Wagga,Cowra,"Murrumbidgee, Far West & Western NSW",50971,10971,295,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,PO Box 285,Cowra 2794,6342 2400,,https://cowra-p.schools.nsw.gov.au,cowra-p.school@det.nsw.edu.au,6341 1357,,No,E,N,N,N,0,1,54,01/07/1858,,,328,539,12350,12350,12350,9,12,39,21,675,26084,24706,26088,1.92,"Lewis, Jennifer                         ",jennifer.a.lewis@det.nsw.edu.au                                                                                                 ,Central West & Orana,10206,Lachlan Primary,Central West & Orana,,,,,,,40002,Central West & Orana SSP,Central West & Orana
1674,Crabbes Creek Public School,Primary School,Crabbes Creek,26,2483,Crabbes Creek Rd,K to 6 ,Crabbes Creek ,Open,North Coast,Far North Coast,Tweed Heads/Ballina,Tweed (A),0,Tweed (A),Tweed (A) - Pt B,Tweed,Tweed,Tweed,Richmond,Richmond,Rural North,School Performance North,Tamworth,Wollumbin,Mid North Coast & Northern NSW,49791,9791,296,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,,,6677 1255,,https://crabbescrk-p.schools.nsw.gov.au,crabbescrk-p.school@det.nsw.edu.au,6677 1698,,No,E,N,N,N,9,1,87,01/02/1898,,,340,535,17550,17550,17558,1,84,38,39,632,26062,24685,26083,0.63,"Belleville, Brev                        ",brev.belleville@det.nsw.edu.au,North Coast,10136,Murwillumbah Primary,North Coast,,,,,,,,,
1681,Crescent Head Public School,Primary School,Crescent Head,193,2440,Pacific St,K to 6 ,Crescent Head ,Open,North Coast,Hastings,Port Macquarie,Kempsey (A),0,Kempsey (A),Kempsey (A),Oxley,Oxley,Oxley,Cowper,Lyne,Regional North and West,School Performance North,Tamworth,Macleay Valley,Mid North Coast & Northern NSW,49614,9614,297,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Outer Regional Australia,Yes,No,,,No,N,,,6566 0255,,https://crescenthd-p.schools.nsw.gov.au,crescenthd-p.school@det.nsw.edu.au,6566 0617,,No,E,N,N,N,10,1,6146,1/01/1921,,,332,535,14350,14350,14350,23,65,10,25,639,27470,24685,26072,2.62,"Upcroft, Cameron                        ",cameron.upcroft1@det.nsw.edu.au                                                                                                 ,North Coast,10171,Kempsey Primary,North Coast,,,,,,,,,
1682,Cronulla Public School,Primary School,Cronulla,480,2230,18-24 Burraneer Bay Rd,K to 6 ,Cronulla ,Open,Sydney,Port Hacking,Sutherland,Sutherland Shire (A),0,Sutherland Shire (A),Sutherland Shire (A) - East,Cronulla,Cronulla,Cronulla,Cook,Cook,Metropolitan South and West,School Performance South,Ultimo,Port Hacking,"South Eastern Sydney, Northern Sydney & Sydney",48656,8656,298,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9523 5098,,https://www.cronulla.nsw.edu.au/,cronulla-p.school@det.nsw.edu.au,9523 0931,,No,E,N,N,N,0,1,37,1/01/1910,,,337,530,17150,17150,17151,76,23,9,10,607,27472,24663,26022,0,"Bridgland, Trent                        ",trent.bridgland@det.nsw.edu.au                                                                                                  ,Metropolitan Sydney,10045,Cronulla Primary,Metro - South,,,,,,,,,
1684,Crookwell Public School,Primary School,Crookwell,175,2583,Denison St,K to 6 ,Crookwell ,Open,Illawarra and South East,Queanbeyan,Queanbeyan,Upper Lachlan Shire (A),0,Upper Lachlan Shire (A),Upper Lachlan Shire (A),Goulburn,Goulburn,Burrinjuck,Hume,Hume,Regional South,School Performance South,Wagga Wagga,Yass,Illawarra Shoalhaven & Southern NSW,50281,10281,299,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,4832 1213,,https://crookwell-p.schools.nsw.gov.au,crookwell-p.school@det.nsw.edu.au,4832 1353,,No,E,N,N,Y,0,2,55,01/10/1865,,,333,538,17640,17640,17640,12,12,20,21,664,26045,24706,26105,1.46,"Whittington, Michael                    ",michael.whittington1@det.nsw.edu.au                                                                                             ,South East & Tablelands,10228,Southern Tablelands  Primary,South East & Tablelands,,,,,,,,,
1685,Crossmaglen Public School,Primary School,Crossmaglen,48,2450,384 Crossmaglen Rd,K to 6 ,Bonville,Open,North Coast,Coffs Harbour,Clarence/Coffs Harbour,Coffs Harbour (C),0,Coffs Harbour (C),Coffs Harbour (C) - Pt A,Coffs Harbour,Coffs Harbour,Coffs Harbour,Cowper,Cowper,Regional North and West,School Performance North,Tamworth,Mid Coast Valleys,Mid North Coast & Northern NSW,49631,9631,300,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,02 6653 4295,,https://crossmagle-p.schools.nsw.gov.au,crossmagle-p.school@det.nsw.edu.au,,,No,E,N,N,N,9,1,61,1/07/1936,,,312,535,11800,11800,11801,18,21,10,11,637,27470,24685,26073,2.35,"Stokes-Marshall, Renee                  ",renee.stokes-marshall@det.nsw.edu.au                                                                                            ,North Coast,10189,Orara Valley Primary,North Coast,,,,,,,,,
1688,Buronga Public School,Primary School,Buronga,86,2739,Chapman St,K to 6 ,Buronga ,Open,Western NSW,Broken Hill,Broken Hill,Wentworth (A),0,Wentworth (A),Wentworth (A),Murray,Murray,Murray-Darling,Farrer,Farrer,Rural South and West,School Performance South,Wagga Wagga,Far West,"Murrumbidgee, Far West & Western NSW",44959,4959,301,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Outer Regional Australia,Yes,No,,,Yes,N,,,03 5023 2260,,https://buronga-p.schools.nsw.gov.au,buronga-p.school@det.nsw.edu.au,03 5021 2316,,Yes,W,Y,N,N,0,6,47,1/06/1942,,,309,539,18200,18200,18200,6,57,14,15,677,26084,24706,26091,2.57,"Treverrow, Jodie                        ",jodie.treverrow@det.nsw.edu.au,Far West,10217,Sunraysia Primary,Far West,,,,,,,,,
